受注番号,明細番号,受注日,顧客コード,顧客名,顧客所在地,拠点,部署,営業担当者,品名,品名カテゴリ,数量,定価,値引率,販売単価,販売金額,原価単価,原価,粗利
SO20220107-C0132,1,2022-01-07,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,セキュリティソフト,ソフトウェア,112,8000,0.35,5200,582400,4000,448000,134400
SO20220107-C0132,2,2022-01-07,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,オフィススイート,ソフトウェア,54,50000,0.35,32500,1755000,27500,1485000,270000
SO20220107-C0146,1,2022-01-07,C0146,P5株式会社,埼玉県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,22,8000,0.0939,7250,159500,4000,88000,71500
SO20220107-C0146,2,2022-01-07,C0146,P5株式会社,埼玉県,東京本社,ソリューション営業部,吉田,オフィススイート,ソフトウェア,20,50000,0.0906,45470,909400,27500,550000,359400
SO20220107-C0146,3,2022-01-07,C0146,P5株式会社,埼玉県,東京本社,ソリューション営業部,吉田,CADソフト,ソフトウェア,3,400000,0.0728,370880,1112640,168000,504000,608640
SO20220107-C0155,1,2022-01-07,C0155,Y5株式会社,神奈川県,東京本社,営業1部,伊藤,ワークステーション,PC,3,500000,0.0667,466630,1399890,390000,1170000,229890
SO20220107-C0156,1,2022-01-07,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,CADソフト,ソフトウェア,11,400000,0.3104,275850,3034350,168000,1848000,1186350
SO20220107-C0156,2,2022-01-07,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,ワークステーション,PC,9,500000,0.1343,432850,3895650,390000,3510000,385650
SO20220107-C0156,3,2022-01-07,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,会計ソフト,ソフトウェア,8,180000,0.3044,125200,1001600,81000,648000,353600
SO20220107-C0163,1,2022-01-07,C0163,G6株式会社,神奈川県,東京本社,ソリューション営業部,佐々木,CADソフト,ソフトウェア,1,400000,0.1396,344150,344150,168000,168000,176150
SO20220107-C0163,2,2022-01-07,C0163,G6株式会社,神奈川県,東京本社,ソリューション営業部,佐々木,ノートPC_標準モデル,PC,14,150000,0.0101,148490,2078860,126000,1764000,314860
SO20220107-C0178,1,2022-01-07,C0178,V6株式会社,埼玉県,東京本社,ソリューション営業部,佐々木,セキュリティソフト,ソフトウェア,90,8000,0.1982,6410,576900,4000,360000,216900
SO20220107-C0178,2,2022-01-07,C0178,V6株式会社,埼玉県,東京本社,ソリューション営業部,佐々木,オフィススイート,ソフトウェア,43,50000,0.1792,41040,1764720,27500,1182500,582220
SO20220107-C0178,3,2022-01-07,C0178,V6株式会社,埼玉県,東京本社,ソリューション営業部,佐々木,会計ソフト,ソフトウェア,10,180000,0.1515,152730,1527300,81000,810000,717300
SO20220107-C0196,1,2022-01-07,C0196,N7株式会社,東京都,東京本社,営業1部,佐藤,デスクトップPC_標準モデル,PC,7,120000,0.0244,117070,819490,102000,714000,105490
SO20220107-C0196,2,2022-01-07,C0196,N7株式会社,東京都,東京本社,営業1部,佐藤,業務管理ソフト,ソフトウェア,4,250000,0.0764,230900,923600,100000,400000,523600
RT20220111-C0062,1,2022-01-11,C0062,J2株式会社,東京都,東京本社,営業1部,鈴木,デスクトップPC_標準モデル,PC,-5,120000,0.0798,110430,-552150,102000,-510000,-42150
SO20220111-C0005,1,2022-01-11,C0005,E株式会社,埼玉県,東京本社,営業1部,伊藤,ノートPC_標準モデル,PC,12,150000,0.0378,144340,1732080,126000,1512000,220080
SO20220111-C0005,2,2022-01-11,C0005,E株式会社,埼玉県,東京本社,営業1部,伊藤,ノートPC_軽量モデル,PC,7,200000,0.0891,182170,1275190,164000,1148000,127190
SO20220111-C0048,1,2022-01-11,C0048,V1株式会社,神奈川県,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,117,8000,0.1826,6540,765180,4000,468000,297180
SO20220111-C0053,1,2022-01-11,C0053,A2株式会社,東京都,東京本社,営業2部,中村,デスクトップPC_標準モデル,PC,16,120000,0.0495,114050,1824800,102000,1632000,192800
SO20220111-C0053,2,2022-01-11,C0053,A2株式会社,東京都,東京本社,営業2部,中村,CADソフト,ソフトウェア,6,400000,0.1511,339570,2037420,168000,1008000,1029420
SO20220111-C0053,3,2022-01-11,C0053,A2株式会社,東京都,東京本社,営業2部,中村,ノートPC_標準モデル,PC,15,150000,0.0525,142120,2131800,126000,1890000,241800
SO20220111-C0057,1,2022-01-11,C0057,E2株式会社,埼玉県,東京本社,ソリューション営業部,山田,会計ソフト,ソフトウェア,6,180000,0.1832,147020,882120,81000,486000,396120
SO20220111-C0061,1,2022-01-11,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,デスクトップPC_標準モデル,PC,13,120000,0.0691,111710,1452230,102000,1326000,126230
SO20220111-C0061,2,2022-01-11,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,ワークステーション,PC,3,500000,0.0749,462570,1387710,390000,1170000,217710
SO20220111-C0061,3,2022-01-11,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,業務管理ソフト,ソフトウェア,5,250000,0.2076,198100,990500,100000,500000,490500
SO20220111-C0065,1,2022-01-11,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,業務管理ソフト,ソフトウェア,11,250000,0.3029,174280,1917080,100000,1100000,817080
SO20220111-C0065,2,2022-01-11,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,ノートPC_標準モデル,PC,11,150000,0.0931,136040,1496440,126000,1386000,110440
SO20220111-C0089,1,2022-01-11,C0089,K3株式会社,神奈川県,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,76,8000,0.1441,6850,520600,4000,304000,216600
SO20220111-C0089,2,2022-01-11,C0089,K3株式会社,神奈川県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,5,250000,0.1588,210290,1051450,100000,500000,551450
SO20220111-C0132,1,2022-01-11,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,セキュリティソフト,ソフトウェア,109,8000,0.3365,5310,578790,4000,436000,142790
SO20220111-C0135,1,2022-01-11,C0135,E5株式会社,埼玉県,東京本社,ソリューション営業部,井上,オフィススイート,ソフトウェア,39,50000,0.35,32500,1267500,27500,1072500,195000
SO20220111-C0151,1,2022-01-11,C0151,U5株式会社,埼玉県,東京本社,営業1部,佐藤,ノートPC_軽量モデル,PC,15,200000,0.0957,180860,2712900,164000,2460000,252900
SO20220111-C0151,2,2022-01-11,C0151,U5株式会社,埼玉県,東京本社,営業1部,佐藤,ワークステーション,PC,4,500000,0.1233,438370,1753480,390000,1560000,193480
SO20220111-C0167,1,2022-01-11,C0167,K6株式会社,東京都,東京本社,営業1部,鈴木,ワークステーション,PC,7,500000,0.1682,415920,2911440,390000,2730000,181440
SO20220111-C0167,2,2022-01-11,C0167,K6株式会社,東京都,東京本社,営業1部,鈴木,ノートPC_軽量モデル,PC,24,200000,0.123,175400,4209600,164000,3936000,273600
SO20220111-C0173,1,2022-01-11,C0173,Q6株式会社,栃木県,東京本社,営業2部,中村,セキュリティソフト,ソフトウェア,20,8000,0.0721,7420,148400,4000,80000,68400
SO20220111-C0173,2,2022-01-11,C0173,Q6株式会社,栃木県,東京本社,営業2部,中村,業務管理ソフト,ソフトウェア,4,250000,0.0676,233110,932440,100000,400000,532440
SO20220111-C0173,3,2022-01-11,C0173,Q6株式会社,栃木県,東京本社,営業2部,中村,ワークステーション,PC,1,500000,0.0396,480190,480190,390000,390000,90190
SO20220111-C0181,1,2022-01-11,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,ノートPC_標準モデル,PC,16,150000,0.09,136500,2184000,126000,2016000,168000
SO20220111-C0181,2,2022-01-11,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,ワークステーション,PC,10,500000,0.1453,427370,4273700,390000,3900000,373700
SO20220111-C0187,1,2022-01-11,C0187,E7株式会社,神奈川県,東京本社,営業2部,山本,ノートPC_軽量モデル,PC,8,200000,0.081,183790,1470320,164000,1312000,158320
SO20220111-C0191,1,2022-01-11,C0191,I7株式会社,埼玉県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,51,8000,0.1047,7160,365160,4000,204000,161160
SO20220111-C0191,2,2022-01-11,C0191,I7株式会社,埼玉県,東京本社,ソリューション営業部,吉田,会計ソフト,ソフトウェア,6,180000,0.1215,158130,948780,81000,486000,462780
SO20220111-C0200,1,2022-01-11,C0200,R7株式会社,神奈川県,東京本社,営業1部,伊藤,ノートPC_軽量モデル,PC,9,200000,0.0431,191380,1722420,164000,1476000,246420
SO20220111-C0200,2,2022-01-11,C0200,R7株式会社,神奈川県,東京本社,営業1部,伊藤,デスクトップPC_標準モデル,PC,9,120000,0.0097,118830,1069470,102000,918000,151470
SO20220111-C0200,3,2022-01-11,C0200,R7株式会社,神奈川県,東京本社,営業1部,伊藤,セキュリティソフト,ソフトウェア,73,8000,0.1598,6720,490560,4000,292000,198560
SO20220112-C0043,1,2022-01-12,C0043,Q1株式会社,東京都,東京本社,ソリューション営業部,佐々木,ノートPC_高性能モデル,PC,4,300000,0.053,284090,1136360,240000,960000,176360
SO20220112-C0043,2,2022-01-12,C0043,Q1株式会社,東京都,東京本社,ソリューション営業部,佐々木,業務管理ソフト,ソフトウェア,10,250000,0.1341,216470,2164700,100000,1000000,1164700
SO20220112-C0043,3,2022-01-12,C0043,Q1株式会社,東京都,東京本社,ソリューション営業部,佐々木,セキュリティソフト,ソフトウェア,73,8000,0.1296,6960,508080,4000,292000,216080
SO20220112-C0060,1,2022-01-12,C0060,H2株式会社,東京都,東京本社,ソリューション営業部,井上,セキュリティソフト,ソフトウェア,107,8000,0.3291,5370,574590,4000,428000,146590
SO20220112-C0060,2,2022-01-12,C0060,H2株式会社,東京都,東京本社,ソリューション営業部,井上,ワークステーション,PC,6,500000,0.17,415000,2490000,390000,2340000,150000
SO20220112-C0060,3,2022-01-12,C0060,H2株式会社,東京都,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,17,250000,0.3225,169370,2879290,100000,1700000,1179290
SO20220112-C0061,1,2022-01-12,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,ノートPC_高性能モデル,PC,8,300000,0.0893,273210,2185680,240000,1920000,265680
SO20220112-C0061,2,2022-01-12,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,11,400000,0.1748,330070,3630770,168000,1848000,1782770
SO20220112-C0061,3,2022-01-12,C0061,I2株式会社,東京都,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,122,8000,0.1541,6770,825940,4000,488000,337940
SO20220112-C0068,1,2022-01-12,C0068,P2株式会社,埼玉県,東京本社,営業2部,中村,CADソフト,ソフトウェア,4,400000,0.2694,292250,1169000,168000,672000,497000
SO20220112-C0068,2,2022-01-12,C0068,P2株式会社,埼玉県,東京本社,営業2部,中村,ノートPC_標準モデル,PC,23,150000,0.0873,136900,3148700,126000,2898000,250700
SO20220112-C0089,1,2022-01-12,C0089,K3株式会社,神奈川県,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,75,8000,0.1641,6690,501750,4000,300000,201750
SO20220112-C0089,2,2022-01-12,C0089,K3株式会社,神奈川県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,9,250000,0.1189,220280,1982520,100000,900000,1082520
SO20220112-C0097,1,2022-01-12,C0097,S3株式会社,東京都,東京本社,営業2部,山本,業務管理ソフト,ソフトウェア,5,250000,0.154,211500,1057500,100000,500000,557500
SO20220112-C0097,2,2022-01-12,C0097,S3株式会社,東京都,東京本社,営業2部,山本,デスクトップPC_標準モデル,PC,3,120000,0.0598,112830,338490,102000,306000,32490
SO20220112-C0099,1,2022-01-12,C0099,U3株式会社,東京都,東京本社,営業2部,小林,セキュリティソフト,ソフトウェア,44,8000,0.0419,7660,337040,4000,176000,161040
SO20220112-C0099,2,2022-01-12,C0099,U3株式会社,東京都,東京本社,営業2部,小林,ノートPC_標準モデル,PC,8,150000,0.0193,147110,1176880,126000,1008000,168880
SO20220112-C0099,3,2022-01-12,C0099,U3株式会社,東京都,東京本社,営業2部,小林,オフィススイート,ソフトウェア,9,50000,0.076,46200,415800,27500,247500,168300
SO20220112-C0105,1,2022-01-12,C0105,A4株式会社,東京都,東京本社,ソリューション営業部,井上,ノートPC_軽量モデル,PC,9,200000,0.0391,192190,1729710,164000,1476000,253710
SO20220112-C0105,2,2022-01-12,C0105,A4株式会社,東京都,東京本社,ソリューション営業部,井上,ノートPC_標準モデル,PC,10,150000,0.0538,141930,1419300,126000,1260000,159300
SO20220112-C0124,1,2022-01-12,C0124,T4株式会社,東京都,東京本社,営業1部,田中,ワークステーション,PC,5,500000,0.1667,416640,2083200,390000,1950000,133200
SO20220112-C0136,1,2022-01-12,C0136,F5株式会社,東京都,東京本社,営業1部,佐藤,ノートPC_軽量モデル,PC,10,200000,0.0833,183330,1833300,164000,1640000,193300
SO20220112-C0142,1,2022-01-12,C0142,L5株式会社,神奈川県,東京本社,営業2部,山本,ノートPC_軽量モデル,PC,16,200000,0.0712,185760,2972160,164000,2624000,348160
SO20220112-C0142,2,2022-01-12,C0142,L5株式会社,神奈川県,東京本社,営業2部,山本,ワークステーション,PC,5,500000,0.0933,453370,2266850,390000,1950000,316850
SO20220112-C0142,3,2022-01-12,C0142,L5株式会社,神奈川県,東京本社,営業2部,山本,会計ソフト,ソフトウェア,8,180000,0.1789,147800,1182400,81000,648000,534400
SO20220112-C0164,1,2022-01-12,C0164,H6株式会社,東京都,東京本社,ソリューション営業部,松本,オフィススイート,ソフトウェア,9,50000,0.1023,44880,403920,27500,247500,156420
SO20220112-C0164,2,2022-01-12,C0164,H6株式会社,東京都,東京本社,ソリューション営業部,松本,ワークステーション,PC,2,500000,0.0667,466660,933320,390000,780000,153320
SO20220112-C0164,3,2022-01-12,C0164,H6株式会社,東京都,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,40,8000,0.1356,6910,276400,4000,160000,116400
SO20220112-C0166,1,2022-01-12,C0166,J6株式会社,東京都,東京本社,営業1部,佐藤,ワークステーション,PC,3,500000,0.0583,470860,1412580,390000,1170000,242580
SO20220112-C0166,2,2022-01-12,C0166,J6株式会社,東京都,東京本社,営業1部,佐藤,デスクトップPC_標準モデル,PC,7,120000,0.0119,118570,829990,102000,714000,115990
SO20220113-C0001,1,2022-01-13,C0001,A株式会社,千葉県,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,125,50000,0.2505,37470,4683750,27500,3437500,1246250
SO20220113-C0001,2,2022-01-13,C0001,A株式会社,千葉県,東京本社,営業1部,佐藤,ワークステーション,PC,9,500000,0.1045,447740,4029660,390000,3510000,519660
SO20220113-C0001,3,2022-01-13,C0001,A株式会社,千葉県,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,7,400000,0.2523,299060,2093420,168000,1176000,917420
SO20220113-C0002,1,2022-01-13,C0002,B株式会社,神奈川県,東京本社,営業1部,鈴木,ノートPC_軽量モデル,PC,5,200000,0.0567,188660,943300,164000,820000,123300
SO20220113-C0003,1,2022-01-13,C0003,C株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,12,50000,0.1864,40680,488160,27500,330000,158160
SO20220113-C0021,1,2022-01-13,C0021,U株式会社,神奈川県,東京本社,営業2部,渡辺,業務管理ソフト,ソフトウェア,7,250000,0.1437,214080,1498560,100000,700000,798560
SO20220113-C0021,2,2022-01-13,C0021,U株式会社,神奈川県,東京本社,営業2部,渡辺,会計ソフト,ソフトウェア,17,180000,0.1544,152210,2587570,81000,1377000,1210570
SO20220113-C0025,1,2022-01-13,C0025,Y株式会社,埼玉県,東京本社,営業2部,加藤,業務管理ソフト,ソフトウェア,4,250000,0.0864,228390,913560,100000,400000,513560
SO20220113-C0050,1,2022-01-13,C0050,X1株式会社,神奈川県,東京本社,営業1部,伊藤,デスクトップPC_標準モデル,PC,23,120000,0.0834,109990,2529770,102000,2346000,183770
SO20220113-C0050,2,2022-01-13,C0050,X1株式会社,神奈川県,東京本社,営業1部,伊藤,ノートPC_高性能モデル,PC,14,300000,0.1154,265370,3715180,240000,3360000,355180
SO20220113-C0050,3,2022-01-13,C0050,X1株式会社,神奈川県,東京本社,営業1部,伊藤,ノートPC_標準モデル,PC,13,150000,0.0741,138890,1805570,126000,1638000,167570
SO20220113-C0068,1,2022-01-13,C0068,P2株式会社,埼玉県,東京本社,営業2部,中村,オフィススイート,ソフトウェア,53,50000,0.2759,36210,1919130,27500,1457500,461630
